Remainder,Steps,Decision_Tree,Score,Success
1345781011,4,"['Step1: (3,6,9) (9)', 'Step2: (6,2,8) (6,2)', 'Step3: (12) (12)']",1,FALSE
35810,7,"['Step1: (4,1,5) (4,1)', 'Step2: (9) (9)', 'Step3: (5,6,11) (11)', 'Step4: (6,2,8) (6,2)', 'Step5: (7) (7)', 'Step6: (12) (12)']",5,FALSE
247891112,5,"['Step1: (5,1,6) (5,1)', 'Step2: (6,4,10) (10)', 'Step3: (6,4) (6)', 'Step4: (3) (3)']",1,FALSE
12367891012,3,"['Step1: (5,4,9) (5,4)', 'Step2: (11) (11)']",1,FALSE
5789101112,4,"['Step1: (4) (4)', 'Step2: (6,2,8) (6,2)', 'Step3: (1,3) (1,3)']",1,FALSE
356789101112,3,"['Step1: (2,1,3) (2,1)', 'Step2: (4) (4)']",1,FALSE
1239101112,6,"['Step1: (1,5,6) (6)', 'Step2: (8) (8)', 'Step3: (4,1,5) (5)', 'Step4: (3,4,7) (7)', 'Step5: (4,3) (4)']",1,FALSE
125891112,6,"['Step1: (3,4,7) (7)', 'Step2: (6,1) (6)', 'Step3: (4,2) (4)', 'Step4: (2,1,3) (3)', 'Step5: (10) (10)']",1,FALSE
123479101112,3,"['Step1: (6,5,11) (6,5)', 'Step2: (8) (8)']",1,FALSE
14789101112,3,"['Step1: (5,6,11) (5,6)', 'Step2: (2,3) (2,3)']",1,FALSE
12378101112,5,"['Step1: (1,4,5) (5)', 'Step2: (1,3,4) (4)', 'Step3: (6) (6)', 'Step4: (9) (9)']",1,FALSE
269101112,6,"['Step1: (1,5,6) (1,5)', 'Step2: (3,2) (3)', 'Step3: (4) (4)', 'Step4: (7) (7)', 'Step5: (2,6,8) (8)']",1,FALSE
135691011,5,"['Step1: (2,4,6) (2,4)', 'Step2: (12) (12)', 'Step3: (3,5,8) (8)', 'Step4: (7) (7)']",1,FALSE
1479101112,4,"['Step1: (5,3,8) (8)', 'Step2: (6,2) (6,2)', 'Step3: (3,5) (3,5)']",1,FALSE
5101112,8,"['Step1: (1,2,3) (3)', 'Step2: (9) (9)', 'Step3: (1,2) (1)', 'Step4: (6) (6)', 'Step5: (8) (8)', 'Step6: (4,2) (4,2)', 'Step7: (7) (7)']",3,FALSE
5671112,6,"['Step1: (2,1,3) (2,1)', 'Step2: (6,4,10) (10)', 'Step3: (4,3,7) (4,3)', 'Step4: (9) (9)', 'Step5: (8) (8)']",3,FALSE
1239101112,6,"['Step1: (5,3,8) (8)', 'Step2: (4,1,5) (5)', 'Step3: (1,3,4) (4)', 'Step4: (6) (6)', 'Step5: (7) (7)']",1,FALSE
171012,9,"['Step1: (1,3,4) (4)', 'Step2: (8) (8)', 'Step3: (3,1) (3)', 'Step4: (6) (6)', 'Step5: (2) (2)', 'Step6: (11) (11)', 'Step7: (5) (5)', 'Step8: (9) (9)']",4,FALSE
1245891011,5,"['Step1: (4,2,6) (6)', 'Step2: (2,1,3) (3)', 'Step3: (7) (7)', 'Step4: (12) (12)']",1,FALSE
1671012,6,"['Step1: (5,3,8) (5,3)', 'Step2: (11) (11)', 'Step3: (2,4,6) (2,4)', 'Step4: (8) (8)', 'Step5: (9) (9)']",3,FALSE
135891112,5,"['Step1: (1,3,4) (4)', 'Step2: (7) (7)', 'Step3: (6,2,8) (6,2)', 'Step4: (10) (10)']",1,FALSE
12345789101112,2,"['Step1: (2,4,6) (6)']",1,FALSE
234789101112,3,"['Step1: (6,1,7) (6,1)', 'Step2: (2,3,5) (5)']",1,FALSE
1491012,7,"['Step1: (6,5,11) (11)', 'Step2: (4,2,6) (6)', 'Step3: (7) (7)', 'Step4: (8) (8)', 'Step5: (3,5) (3)', 'Step6: (2,5) (2,5)']",3,FALSE
134578911,4,"['Step1: (6,2,8) (6,2)', 'Step2: (12) (12)', 'Step3: (10) (10)']",1,FALSE
231011,8,"['Step1: (4,6,10) (4,6)', 'Step2: (8) (8)', 'Step3: (2,3,5) (5)', 'Step4: (9) (9)', 'Step5: (1,3) (1)', 'Step6: (7) (7)', 'Step7: (12) (12)']",4,FALSE
4789101112,4,"['Step1: (5,2,7) (5,2)', 'Step2: (3,1,4) (3,1)', 'Step3: (6) (6)']",1,FALSE
1241011,7,"['Step1: (6,2,8) (8)', 'Step2: (3,6,9) (9)', 'Step3: (12) (12)', 'Step4: (3,6) (3,6)', 'Step5: (7) (7)', 'Step6: (5,4) (5)']",3,FALSE
159101112,6,"['Step1: (4,3,7) (7)', 'Step2: (2) (2)', 'Step3: (8) (8)', 'Step4: (4,6,10) (4,6)', 'Step5: (3) (3)']",1,FALSE
124589101112,3,"['Step1: (2,5,7) (7)', 'Step2: (6,3,9) (6,3)']",1,FALSE
391012,7,"['Step1: (1,5,6) (1,5)', 'Step2: (8) (8)', 'Step3: (2,4,6) (2,4)', 'Step4: (7) (7)', 'Step5: (6) (6)', 'Step6: (11) (11)']",4,FALSE
14710,8,"['Step1: (4,2,6) (6)', 'Step2: (1,4,5) (5)', 'Step3: (11) (11)', 'Step4: (2,3) (2,3)', 'Step5: (8) (8)', 'Step6: (9) (9)', 'Step7: (12) (12)']",5,FALSE
5781112,6,"['Step1: (1,2,3) (1,2)', 'Step2: (3,6,9) (3,6)', 'Step3: (10) (10)', 'Step4: (4) (4)', 'Step5: (9) (9)']",3,FALSE
3456789101112,2,"['Step1: (2,1,3) (2,1)']",1,FALSE
25,10,"['Step1: (1,3,4) (1,3)', 'Step2: (7) (7)', 'Step3: (6) (6)', 'Step4: (8) (8)', 'Step5: (11) (11)', 'Step6: (12) (12)', 'Step7: (10) (10)', 'Step8: (9) (9)', 'Step9: (4) (4)']",8,FALSE
49101112,6,"['Step1: (2,5,7) (2,5)', 'Step2: (1,4) (1)', 'Step3: (4,3,7) (7)', 'Step4: (3,6,9) (3,6)', 'Step5: (8) (8)']",2,FALSE
23479101112,5,"['Step1: (3,2,5) (5)', 'Step2: (8) (8)', 'Step3: (6) (6)', 'Step4: (1,4) (1)']",1,FALSE
1234589101112,3,"['Step1: (2,5,7) (7)', 'Step2: (6) (6)']",1,FALSE
689,10,"['Step1: (2,3,5) (5)', 'Step2: (11) (11)', 'Step3: (2) (2)', 'Step4: (4,3,7) (7)', 'Step5: (12) (12)', 'Step6: (1,6) (1)', 'Step7: (3,4) (3)', 'Step8: (4) (4)', 'Step9: (10) (10)']",7,FALSE
1579101112,4,"['Step1: (4,2,6) (4,2)', 'Step2: (5,3,8) (8)', 'Step3: (6,3,9) (6,3)']",1,FALSE
135811,8,"['Step1: (3,6,9) (9)', 'Step2: (10) (10)', 'Step3: (6,3) (6)', 'Step4: (12) (12)', 'Step5: (2,5,7) (7)', 'Step6: (2) (2)', 'Step7: (3,1,4) (4)']",4,FALSE
13689101112,4,"['Step1: (2) (2)', 'Step2: (4,5,9) (4,5)', 'Step3: (6,1,7) (7)']",1,FALSE
13789101112,4,"['Step1: (1,4,5) (5)', 'Step2: (6) (6)', 'Step3: (2,4) (2,4)']",1,FALSE
23679101112,4,"['Step1: (1,5,6) (1,5)', 'Step2: (4) (4)', 'Step3: (8) (8)']",1,FALSE
1345891012,4,"['Step1: (6,2,8) (6,2)', 'Step2: (11) (11)', 'Step3: (7) (7)']",1,FALSE
21012,9,"['Step1: (4,2,6) (6)', 'Step2: (1,2,3) (3)', 'Step3: (11) (11)', 'Step4: (8) (8)', 'Step5: (1,4,5) (1,4)', 'Step6: (9) (9)', 'Step7: (5) (5)', 'Step8: (7) (7)']",5,FALSE
